cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
cc-6.trace,64,0.200448,0.5791478007576227,24.426763409764877
bfs-3.trace,64,0.204929,0.17995923636116584,20.116965325535645
cc-6.trace,128,0.200825,0.5796735257136897,24.448230073569324
bfs-3.trace,128,0.206182,0.1836109174058998,20.136398657573423
cc-6.trace,256,0.201613,0.5835022313894832,24.39256341432488
bfs-3.trace,256,0.207697,0.2043754427515622,20.06649866223342
cc-6.trace,512,0.202977,0.5775511677123002,24.386630081782656
bfs-3.trace,512,0.209441,0.19562351947211662,20.056965329535643
